163,4/23/1999,0,4,9,2,0
164,4/23/1999,0,20,11,2,0
165,4/23/1999,0,14,16,2,0
166,4/23/1999,0,5,17,2,0
167,4/23/1999,0,18,7,2,0
168,4/23/1999,0,12,10,2,0
169,4/24/1999,0,10,3,2,0
170,4/24/1999,0,7,4,2,0
171,4/24/1999,0,16,8,2,0
172,4/24/1999,0,1,11,2,0
173,4/24/1999,0,5,13,2,0
174,4/24/1999,0,15,14,2,0
175,4/24/1999,0,2,17,2,0
176,4/24/1999,0,9,18,2,0
177,4/24/1999,0,6,19,2,0
178,4/24/1999,0,12,20,2,0
179,4/25/1999,0,10,3,2,0
180,4/25/1999,0,7,4,2,0
181,4/25/1999,0,16,8,2,0
182,4/25/1999,0,1,11,2,0
183,4/25/1999,0,5,13,2,0
184,4/25/1999,0,15,14,2,0
185,4/25/1999,0,2,17,2,0
186,4/25/1999,0,9,18,2,0
187,4/25/1999,0,6,19,2,0
188,4/25/1999,0,12,20,2,0
189,4/27/1999,0,18,1,2,0
190,4/27/1999,0,19,2,2,0
191,4/27/1999,0,3,4,2,0
192,4/27/1999,0,5,6,2,0
193,4/27/1999,0,20,9,2,0
194,4/27/1999,0,11,10,2,0
195,4/27/1999,0,7,12,2,0
196,4/27/1999,0,14,13,2,0
197,4/27/1999,0,8,15,2,0
198,4/27/1999,0,17,16,2,0
199,4/28/1999,0,18,1,2,0
200,4/28/1999,0,19,2,2,0
201,4/28/1999,0,3,4,2,0
202,4/28/1999,0,5,6,2,0
203,4/28/1999,0,20,9,2,0
204,4/28/1999,0,11,10,2,0
205,4/28/1999,0,7,12,2,0
206,4/28/1999,0,14,13,2,0
207,4/28/1999,0,8,15,2,0
208,4/28/1999,0,17,16,2,0
209,4/29/1999,0,18,1,2,0
210,4/29/1999,0,19,2,2,0
211,4/29/1999,0,3,4,2,0
212,4/29/1999,0,5,6,2,0
213,4/29/1999,0,20,9,2,0
214,4/29/1999,0,11,10,2,0
215,4/29/1999,0,7,12,2,0
216,4/29/1999,0,14,13,2,0
217,4/29/1999,0,8,15,2,0
218,4/29/1999,0,17,16,2,0
219,4/30/1999,0,12,3,2,0
220,4/30/1999,0,2,5,2,0
221,4/30/1999,0,9,7,2,0
222,4/30/1999,0,13,8,2,0
223,4/30/1999,0,18,10,2,0
224,4/30/1999,0,4,11,2,0
225,4/30/1999,0,6,14,2,0
226,4/30/1999,0,17,15,2,0
227,4/30/1999,0,16,19,2,0
228,4/30/1999,0,1,20,2,0
229,5/1/1999,0,12,3,2,0
230,5/1/1999,0,2,5,2,0
231,5/1/1999,0,9,7,2,0
232,5/1/1999,0,13,8,2,0
233,5/1/1999,0,18,10,2,0
234,5/1/1999,0,4,11,2,0
235,5/1/1999,0,6,14,2,0
236,5/1/1999,0,17,15,2,0
237,5/1/1999,0,16,19,2,0
238,5/1/1999,0,1,20,2,0
239,5/2/1999,0,12,3,2,0
240,5/2/1999,0,2,5,2,0
241,5/2/1999,0,9,7,2,0
242,5/2/1999,0,13,8,2,0
243,5/2/1999,0,18,10,2,0
244,5/2/1999,0,4,11,2,0
245,5/2/1999,0,6,14,2,0
246,5/2/1999,0,17,15,2,0
247,5/2/1999,0,16,19,2,0
248,5/2/1999,0,1,20,2,0
249,5/3/1999,0,14,2,2,0
250,5/3/1999,0,8,6,2,0
251,5/3/1999,0,3,9,2,0
252,5/3/1999,0,20,10,2,0
253,5/3/1999,0,7,1,2,0
254,5/3/1999,0,18,4,2,0
255,5/3/1999,0,11,12,2,0
256,5/3/1999,0,17,13,2,0
257,5/3/1999,0,19,15,2,0
258,5/3/1999,0,5,16,2,0
259,5/4/1999,0,7,1,2,0
260,5/4/1999,0,14,2,2,0
261,5/4/1999,0,18,4,2,0
262,5/4/1999,0,8,6,2,0
263,5/4/1999,0,3,9,2,0
264,5/4/1999,0,20,10,2,0
265,5/4/1999,0,11,12,2,0
266,5/4/1999,0,17,13,2,0
267,5/4/1999,0,19,15,2,0
268,5/4/1999,0,5,16,2,0
269,5/5/1999,0,7,1,2,0
270,5/5/1999,0,14,2,2,0
271,5/5/1999,0,18,4,2,0
272,5/5/1999,0,8,6,2,0
273,5/5/1999,0,3,9,2,0
274,5/5/1999,0,20,10,2,0
275,5/5/1999,0,11,12,2,0
276,5/5/1999,0,17,13,2,0
277,5/5/1999,0,19,15,2,0
278,5/5/1999,0,5,16,2,0
279,5/7/1999,0,16,1,2,0
280,5/7/1999,0,15,10,2,0
281,5/7/1999,0,8,11,2,0
282,5/7/1999,0,19,20,2,0
283,5/7/1999,0,14,3,2,0
284,5/7/1999,0,13,4,2,0
285,5/7/1999,0,5,7,2,0
286,5/7/1999,0,2,9,2,0
287,5/7/1999,0,6,12,2,0
288,5/7/1999,0,17,18,2,0
289,5/8/1999,0,16,1,2,0
290,5/8/1999,0,14,3,2,0
291,5/8/1999,0,13,4,2,0
292,5/8/1999,0,5,7,2,0
293,5/8/1999,0,2,9,2,0
294,5/8/1999,0,15,10,2,0
295,5/8/1999,0,8,11,2,0
296,5/8/1999,0,6,12,2,0
297,5/8/1999,0,17,18,2,0
298,5/8/1999,0,19,20,2,0
299,5/9/1999,0,16,1,2,0
300,5/9/1999,0,14,3,2,0
301,5/9/1999,0,13,4,2,0
302,5/9/1999,0,5,7,2,0
303,5/9/1999,0,2,9,2,0
304,5/9/1999,0,15,10,2,0
305,5/9/1999,0,8,11,2,0
306,5/9/1999,0,6,12,2,0
307,5/9/1999,0,17,18,2,0
308,5/9/1999,0,19,20,2,0
309,5/10/1999,0,16,1,2,0
310,5/10/1999,0,14,3,2,0
311,5/10/1999,0,13,4,2,0
312,5/10/1999,0,5,7,2,0
313,5/10/1999,0,2,9,2,0
314,5/10/1999,0,15,10,2,0
315,5/10/1999,0,8,11,2,0
316,5/10/1999,0,6,12,2,0
317,5/10/1999,0,17,18,2,0
318,5/11/1999,0,12,2,2,0
319,5/11/1999,0,18,8,2,0
320,5/11/1999,0,10,13,2,0
321,5/11/1999,0,11,16,2,0
322,5/11/1999,0,20,17,2,0
323,5/11/1999,0,7,19,2,0
324,5/11/1999,0,3,5,2,0
325,5/11/1999,0,4,6,2,0
326,5/11/1999,0,9,14,2,0
327,5/11/1999,0,1,15,2,0
328,5/12/1999,0,12,2,2,0
329,5/12/1999,0,3,5,2,0
330,5/12/1999,0,4,6,2,0
331,5/12/1999,0,18,8,2,0
332,5/12/1999,0,10,13,2,0
333,5/12/1999,0,9,14,2,0
334,5/12/1999,0,1,15,2,0
335,5/12/1999,0,11,16,2,0
336,5/12/1999,0,20,17,2,0
337,5/12/1999,0,7,19,2,0
338,5/13/1999,0,12,2,2,0
339,5/13/1999,0,3,5,2,0
340,5/13/1999,0,4,6,2,0
341,5/13/1999,0,18,8,2,0
342,5/13/1999,0,10,13,2,0
343,5/13/1999,0,9,14,2,0
344,5/13/1999,0,1,15,2,0
345,5/13/1999,0,11,16,2,0
346,5/13/1999,0,20,17,2,0
347,5/13/1999,0,7,19,2,0
348,5/14/1999,0,12,2,2,0
349,5/14/1999,0,3,5,2,0
350,5/14/1999,0,4,6,2,0
351,5/14/1999,0,18,8,2,0
352,5/14/1999,0,10,13,2,0
353,5/14/1999,0,9,14,2,0
354,5/14/1999,0,1,15,2,0
355,5/14/1999,0,11,16,2,0
356,5/14/1999,0,20,17,2,0
357,5/14/1999,0,7,19,2,0
358,5/15/1999,0,19,3,2,0
359,5/15/1999,0,2,4,2,0
360,5/15/1999,0,9,5,2,0
361,5/15/1999,0,17,7,2,0
362,5/15/1999,0,6,10,2,0
363,5/15/1999,0,12,14,2,0
364,5/15/1999,0,16,18,2,0
365,5/15/1999,0,8,20,2,0
366,5/15/1999,0,13,1,2,0
367,5/15/1999,0,15,11,2,0
368,5/16/1999,0,13,1,2,0
369,5/16/1999,0,19,3,2,0
370,5/16/1999,0,2,4,2,0
371,5/16/1999,0,9,5,2,0
372,5/16/1999,0,17,7,2,0
373,5/16/1999,0,6,10,2,0
374,5/16/1999,0,15,11,2,0
375,5/16/1999,0,12,14,2,0
376,5/16/1999,0,16,18,2,0
377,5/16/1999,0,8,20,2,0
378,5/18/1999,0,10,2,2,0
379,5/18/1999,0,1,6,2,0
380,5/18/1999,0,3,17,2,0
381,5/18/1999,0,12,5,2,0
382,5/18/1999,0,7,8,2,0
383,5/18/1999,0,11,13,2,0
384,5/18/1999,0,4,14,2,0
385,5/18/1999,0,18,15,2,0
386,5/18/1999,0,20,16,2,0
387,5/18/1999,0,9,19,2,0
388,5/19/1999,0,10,2,2,0
389,5/19/1999,0,12,5,2,0
390,5/19/1999,0,1,6,2,0
391,5/19/1999,0,7,8,2,0
392,5/19/1999,0,11,13,2,0
393,5/19/1999,0,4,14,2,0
394,5/19/1999,0,18,15,2,0
395,5/19/1999,0,20,16,2,0
396,5/19/1999,0,3,17,2,0
397,5/19/1999,0,9,19,2,0
398,5/20/1999,0,10,2,2,0
399,5/20/1999,0,12,5,2,0
400,5/20/1999,0,1,6,2,0
401,5/20/1999,0,7,8,2,0
402,5/20/1999,0,11,13,2,0
403,5/20/1999,0,4,14,2,0
404,5/20/1999,0,18,15,2,0
405,5/20/1999,0,20,16,2,0
406,5/20/1999,0,3,17,2,0
407,5/20/1999,0,9,19,2,0
408,5/21/1999,0,2,1,2,0
409,5/21/1999,0,8,3,2,0
410,5/21/1999,0,5,4,2,0
411,5/21/1999,0,16,7,2,0
412,5/21/1999,0,17,9,2,0
413,5/21/1999,0,14,10,2,0
414,5/21/1999,0,6,11,2,0
415,5/21/1999,0,19,12,2,0
416,5/21/1999,0,13,18,2,0
417,5/21/1999,0,15,20,2,0
418,5/22/1999,0,2,1,2,0
419,5/22/1999,0,8,3,2,0
420,5/22/1999,0,5,4,2,0
421,5/22/1999,0,16,7,2,0
422,5/22/1999,0,17,9,2,0
423,5/22/1999,0,14,10,2,0
424,5/22/1999,0,6,11,2,0
425,5/22/1999,0,19,12,2,0
426,5/22/1999,0,13,18,2,0
427,5/22/1999,0,15,20,2,0
428,5/23/1999,0,2,1,2,0
429,5/23/1999,0,8,3,2,0
430,5/23/1999,0,5,4,2,0
431,5/23/1999,0,16,7,2,0
432,5/23/1999,0,17,9,2,0
433,5/23/1999,0,14,10,2,0
434,5/23/1999,0,6,11,2,0
435,5/23/1999,0,19,12,2,0
436,5/23/1999,0,13,18,2,0
437,5/23/1999,0,15,20,2,0
438,5/24/1999,0,11,2,2,0
439,5/24/1999,0,10,5,2,0
440,5/24/1999,0,18,6,2,0
441,5/24/1999,0,9,8,2,0
442,5/24/1999,0,20,13,2,0
443,5/24/1999,0,1,14,2,0
444,5/24/1999,0,7,15,2,0
445,5/24/1999,0,3,16,2,0
446,5/24/1999,0,12,17,2,0
447,5/24/1999,0,4,19,2,0
448,5/25/1999,0,11,2,2,0
449,5/25/1999,0,10,5,2,0
450,5/25/1999,0,18,6,2,0
451,5/25/1999,0,9,8,2,0
452,5/25/1999,0,20,13,2,0
453,5/25/1999,0,1,14,2,0
454,5/25/1999,0,7,15,2,0
455,5/25/1999,0,3,16,2,0
456,5/25/1999,0,12,17,2,0
457,5/25/1999,0,4,19,2,0
458,5/26/1999,0,11,2,2,0
459,5/26/1999,0,10,5,2,0
460,5/26/1999,0,18,6,2,0
461,5/26/1999,0,9,8,2,0
462,5/26/1999,0,20,13,2,0
463,5/26/1999,0,1,14,2,0
464,5/26/1999,0,7,15,2,0
465,5/26/1999,0,3,16,2,0
466,5/26/1999,0,12,17,2,0
467,5/26/1999,0,4,19,2,0
468,5/28/1999,0,16,9,2,0
469,5/28/1999,0,8,12,2,0
470,5/28/1999,0,6,20,2,0
471,5/28/1999,0,5,1,2,0
472,5/28/1999,0,15,3,2,0
473,5/28/1999,0,13,7,2,0
474,5/28/1999,0,14,11,2,0
475,5/28/1999,0,4,17,2,0
476,5/28/1999,0,2,18,2,0
477,5/28/1999,0,10,19,2,0
478,5/29/1999,0,5,1,2,0
479,5/29/1999,0,15,3,2,0
480,5/29/1999,0,13,7,2,0
481,5/29/1999,0,16,9,2,0
482,5/29/1999,0,14,11,2,0
483,5/29/1999,0,8,12,2,0
484,5/29/1999,0,4,17,2,0
485,5/29/1999,0,2,18,2,0
486,5/29/1999,0,10,19,2,0
487,5/29/1999,0,6,20,2,0
488,5/30/1999,0,5,1,2,0
489,5/30/1999,0,15,3,2,0
490,5/30/1999,0,13,7,2,0
491,5/30/1999,0,16,9,2,0
492,5/30/1999,0,14,11,2,0
493,5/30/1999,0,8,12,2,0
494,5/30/1999,0,4,17,2,0
495,5/30/1999,0,2,18,2,0
496,5/30/1999,0,10,19,2,0
497,5/30/1999,0,6,20,2,0
498,5/31/1999,0,5,1,2,0
499,5/31/1999,0,15,3,2,0
500,5/31/1999,0,13,7,2,0
501,5/31/1999,0,16,9,2,0
502,5/31/1999,0,14,11,2,0
503,5/31/1999,0,8,12,2,0
504,5/31/1999,0,4,17,2,0
505,5/31/1999,0,2,18,2,0
506,5/31/1999,0,10,19,2,0
507,5/31/1999,0,6,20,2,0
508,6/1/1999,0,11,5,2,0
509,6/1/1999,0,18,14,2,0
510,6/1/1999,0,9,15,2,0
511,6/1/1999,0,12,16,2,0
512,6/1/1999,0,10,17,2,0
513,6/1/1999,0,20,2,2,0
514,6/1/1999,0,7,6,2,0
515,6/1/1999,0,4,8,2,0
516,6/1/1999,0,3,13,2,0
517,6/1/1999,0,1,19,2,0
518,6/2/1999,0,20,2,2,0
519,6/2/1999,0,11,5,2,0
520,6/2/1999,0,7,6,2,0
521,6/2/1999,0,4,8,2,0
522,6/2/1999,0,3,13,2,0
523,6/2/1999,0,18,14,2,0
524,6/2/1999,0,9,15,2,0
525,6/2/1999,0,12,16,2,0
526,6/2/1999,0,10,17,2,0
527,6/2/1999,0,1,19,2,0
528,6/3/1999,0,20,2,2,0
529,6/3/1999,0,11,5,2,0
530,6/3/1999,0,7,6,2,0
531,6/3/1999,0,4,8,2,0
532,6/3/1999,0,3,13,2,0
533,6/3/1999,0,18,14,2,0
534,6/3/1999,0,9,15,2,0
535,6/3/1999,0,12,16,2,0
536,6/3/1999,0,10,17,2,0
537,6/3/1999,0,1,19,2,0
538,6/4/1999,0,20,2,2,0
539,6/4/1999,0,11,5,2,0
540,6/4/1999,0,7,6,2,0
541,6/4/1999,0,4,8,2,0
542,6/4/1999,0,3,13,2,0
543,6/4/1999,0,18,14,2,0
544,6/4/1999,0,9,15,2,0
545,6/4/1999,0,12,16,2,0
546,6/4/1999,0,10,17,2,0
547,6/4/1999,0,1,19,2,0
548,6/5/1999,0,17,1,2,0
549,6/5/1999,0,16,4,2,0
550,6/5/1999,0,13,9,2,0
551,6/5/1999,0,19,11,2,0
552,6/5/1999,0,15,12,2,0
553,6/5/1999,0,5,18,2,0
554,6/5/1999,0,14,20,2,0
555,6/5/1999,0,6,3,2,0
556,6/5/1999,0,2,7,2,0
557,6/5/1999,0,8,10,2,0
558,6/6/1999,0,17,1,2,0
559,6/6/1999,0,6,3,2,0
560,6/6/1999,0,16,4,2,0
561,6/6/1999,0,2,7,2,0
562,6/6/1999,0,13,9,2,0
563,6/6/1999,0,8,10,2,0
564,6/6/1999,0,19,11,2,0
565,6/6/1999,0,15,12,2,0
566,6/6/1999,0,5,18,2,0
567,6/6/1999,0,14,20,2,0
568,6/8/1999,0,8,1,2,0
569,6/8/1999,0,2,3,2,0
570,6/8/1999,0,15,4,2,0
571,6/8/1999,0,14,7,2,0
572,6/8/1999,0,6,9,2,0
573,6/8/1999,0,16,10,2,0
574,6/8/1999,0,17,11,2,0
575,6/8/1999,0,13,12,2,0
576,6/8/1999,0,19,18,2,0
577,6/8/1999,0,5,20,2,0
578,6/9/1999,0,8,1,2,0
579,6/9/1999,0,2,3,2,0
580,6/9/1999,0,15,4,2,0
581,6/9/1999,0,14,7,2,0
582,6/9/1999,0,6,9,2,0
583,6/9/1999,0,16,10,2,0
584,6/9/1999,0,17,11,2,0
585,6/9/1999,0,13,12,2,0
586,6/9/1999,0,19,18,2,0
587,6/9/1999,0,5,20,2,0
588,6/10/1999,0,8,1,2,0
589,6/10/1999,0,2,3,2,0
590,6/10/1999,0,15,4,2,0
591,6/10/1999,0,14,7,2,0
592,6/10/1999,0,6,9,2,0
593,6/10/1999,0,16,10,2,0
594,6/10/1999,0,17,11,2,0
595,6/10/1999,0,13,12,2,0
596,6/10/1999,0,19,18,2,0
597,6/10/1999,0,5,20,2,0
598,6/11/1999,0,10,1,2,0
599,6/11/1999,0,7,3,2,0
600,6/11/1999,0,2,6,2,0
601,6/11/1999,0,9,12,2,0
602,6/11/1999,0,5,14,2,0
603,6/11/1999,0,15,16,2,0
604,6/11/1999,0,8,17,2,0
605,6/11/1999,0,11,18,2,0
606,6/11/1999,0,13,19,2,0
607,6/11/1999,0,4,20,2,0
608,6/12/1999,0,10,1,2,0
609,6/12/1999,0,7,3,2,0
610,6/12/1999,0,2,6,2,0
611,6/12/1999,0,9,12,2,0
612,6/12/1999,0,5,14,2,0
613,6/12/1999,0,15,16,2,0
614,6/12/1999,0,8,17,2,0
615,6/12/1999,0,11,18,2,0
616,6/12/1999,0,13,19,2,0
617,6/12/1999,0,4,20,2,0
618,6/13/1999,0,10,1,2,0
619,6/13/1999,0,7,3,2,0
620,6/13/1999,0,2,6,2,0
621,6/13/1999,0,9,12,2,0
622,6/13/1999,0,5,14,2,0
623,6/13/1999,0,15,16,2,0
624,6/13/1999,0,8,17,2,0
625,6/13/1999,0,11,18,2,0
626,6/13/1999,0,13,19,2,0
627,6/13/1999,0,4,20,2,0
628,6/14/1999,0,15,2,2,0
629,6/14/1999,0,1,4,2,0
630,6/14/1999,0,5,8,2,0
631,6/14/1999,0,10,9,2,0
632,6/14/1999,0,7,11,2,0
633,6/14/1999,0,18,12,2,0
634,6/14/1999,0,16,13,2,0
635,6/14/1999,0,14,19,2,0
636,6/14/1999,0,3,20,2,0
637,6/15/1999,0,15,2,2,0
638,6/15/1999,0,1,4,2,0
639,6/15/1999,0,17,6,2,0
640,6/15/1999,0,5,8,2,0
641,6/15/1999,0,10,9,2,0
642,6/15/1999,0,7,11,2,0
643,6/15/1999,0,18,12,2,0
644,6/15/1999,0,16,13,2,0
645,6/15/1999,0,14,19,2,0
646,6/15/1999,0,3,20,2,0
647,6/16/1999,0,15,2,2,0
648,6/16/1999,0,1,4,2,0
649,6/16/1999,0,17,6,2,0
650,6/16/1999,0,5,8,2,0
651,6/16/1999,0,10,9,2,0
652,6/16/1999,0,7,11,2,0
653,6/16/1999,0,18,12,2,0
654,6/16/1999,0,16,13,2,0
655,6/16/1999,0,14,19,2,0
656,6/16/1999,0,3,20,2,0
657,6/18/1999,0,12,1,2,0
658,6/18/1999,0,18,3,2,0
659,6/18/1999,0,19,5,2,0
660,6/18/1999,0,20,7,2,0
661,6/18/1999,0,2,8,2,0
662,6/18/1999,0,4,10,2,0
663,6/18/1999,0,9,11,2,0
664,6/18/1999,0,17,14,2,0
665,6/18/1999,0,13,15,2,0
666,6/18/1999,0,6,16,2,0
667,6/19/1999,0,12,1,2,0
668,6/19/1999,0,18,3,2,0
669,6/19/1999,0,19,5,2,0
670,6/19/1999,0,20,7,2,0
671,6/19/1999,0,2,8,2,0
672,6/19/1999,0,4,10,2,0
673,6/19/1999,0,9,11,2,0
674,6/19/1999,0,17,14,2,0
675,6/19/1999,0,13,15,2,0
676,6/19/1999,0,6,16,2,0
677,6/20/1999,0,12,1,2,0
678,6/20/1999,0,18,3,2,0
679,6/20/1999,0,19,5,2,0
680,6/20/1999,0,20,7,2,0
681,6/20/1999,0,2,8,2,0
682,6/20/1999,0,4,10,2,0
683,6/20/1999,0,9,11,2,0
684,6/20/1999,0,17,14,2,0
685,6/20/1999,0,13,15,2,0
686,6/20/1999,0,6,16,2,0
687,6/21/1999,0,12,1,2,0
688,6/21/1999,0,18,3,2,0
689,6/21/1999,0,19,5,2,0
690,6/21/1999,0,20,7,2,0
691,6/21/1999,0,9,11,2,0
692,6/21/1999,0,17,14,2,0
693,6/21/1999,0,13,15,2,0
694,6/21/1999,0,6,16,2,0
695,6/22/1999,0,16,2,2,0
696,6/22/1999,0,12,4,2,0
697,6/22/1999,0,14,8,2,0
698,6/22/1999,0,1,9,2,0
699,6/22/1999,0,7,10,2,0
700,6/22/1999,0,3,11,2,0
701,6/22/1999,0,6,13,2,0
702,6/22/1999,0,5,15,2,0
703,6/22/1999,0,19,17,2,0
704,6/22/1999,0,20,18,2,0
705,6/23/1999,0,16,2,2,0
706,6/23/1999,0,12,4,2,0
707,6/23/1999,0,14,8,2,0
708,6/23/1999,0,1,9,2,0
709,6/23/1999,0,7,10,2,0
710,6/23/1999,0,3,11,2,0
711,6/23/1999,0,6,13,2,0
712,6/23/1999,0,5,15,2,0
713,6/23/1999,0,19,17,2,0
714,6/23/1999,0,20,18,2,0
715,6/24/1999,0,1,3,2,0
716,6/24/1999,0,9,4,2,0
717,6/24/1999,0,17,5,2,0
718,6/24/1999,0,2,13,2,0
719,6/24/1999,0,6,15,2,0
720,6/24/1999,0,8,19,2,0
721,6/24/1999,0,11,20,2,0
722,6/25/1999,0,1,3,2,0
723,6/25/1999,0,9,4,2,0
724,6/25/1999,0,17,5,2,0
725,6/25/1999,0,18,7,2,0
726,6/25/1999,0,12,10,2,0
727,6/25/1999,0,2,13,2,0
728,6/25/1999,0,16,14,2,0
729,6/25/1999,0,6,15,2,0
730,6/25/1999,0,8,19,2,0
731,6/25/1999,0,11,20,2,0
732,6/26/1999,0,1,3,2,0
733,6/26/1999,0,9,4,2,0
734,6/26/1999,0,17,5,2,0
735,6/26/1999,0,18,7,2,0
736,6/26/1999,0,12,10,2,0
