                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Chuck Knoblauch          CTW     2b  27 4.82 4.07  483  .360  407   .578  430    .611  1.1 
Randy Knorr              BMB     c   27 3.25 3.25   12  .250    4   .308    4    .308 99.0 
Chad Kreuter#            CTW     c   31 1.36 1.13   65  .200   40   .388   42    .408  1.8 
Tom Lampkin*             FER     c   32 2.27 1.93  117  .239   67   .441   70    .461  0.5 
Mark Langston            BMB     sp  35 2.14 1.93   22  .182    7   .233    7    .233  3.0 
Ray Lankford*            CIN     cf  29 3.62 3.21  319  .348  314   .616  315    .618  2.0 
Mike Lansing             FHK     2b  28 4.19 3.64  531  .313  297   .438  304    .448  1.2 
Barry Larkin             CIN     ss  32 3.81 3.09  392  .278  374   .646  383    .661  0.5 
Matt Lawton*             WIN     rf  24 3.66 3.23  234  .303  136   .453  139    .463  0.8 
Al Leiter*               OKO     sp  30 2.58 2.18   41  .341   24   .282   24    .282  7.6 
Mark Leiter              OKO     sp  33 2.37 2.11   32  .375   17   .378   18    .400 99.0 
Mark Lemke#              DLM     2b  30 0.73 0.64   70  .271   44   .489   45    .500  0.7 
Patrick Lennon           FDH     lf  28 4.88 3.88   22  .318   15   .385   15    .385  1.1 
Curt Leskanic            FER     mr  28 0.25 0.17   10  .000    0   .000    0    .000 99.0 
Jesse Levis*             BAR     c   28 2.42 2.21   47  .277   24   .414   24    .414  1.5 
Darren Lewis             RMO     cf  28 4.21 3.67  328  .259  160   .376  165    .388  1.3 
Mark Lewis               CEN     2b  26 1.23 1.10   34  .441   24   .500   24    .500  1.8 
Richie Lewis             CTW     mr  30 0.09 0.09    4  .000    0   .000    0    .000  0.0 
Jim Leyritz              TEW     c   32 3.24 2.88  183  .295  107   .355  117    .389  4.4 
Jon Lieber*              TAR     mr  26 2.04 1.92   36  .194    9   .170    9    .170 16.0 
Mike Lieberthal          SCQ     c   24 3.13 2.90  120  .283   62   .380   65    .399  6.4 
Jose Lima                FDH     mr  23 1.17 1.04   18  .167    5   .185    5    .185  3.5 
Doug Linton              NEP     sp  31 0.69 0.69    6  .167    1   .111    1    .111 99.0 
Felipe Lira              CTW     sp  24 1.50 1.33    6  .333    4   .444    4    .444  2.0 
Pat Listach#             TEW     cf  28 2.67 2.33  106  .274   49   .353   51    .367  1.2 
Pat Listach#             BAR     cf  28 2.50 2.19   59  .220   23   .287   23    .287  1.1 
Scott Livingstone*       CEN     1b  30 1.00 1.00    8  .625    6   .500    6    .500 99.0 
Graeme Lloyd*            NEP     mr  29 0.08 0.08    1  .000    0   .000    0    .000 99.0 
Esteban Loaiza           TAR     sp  24 1.54 1.23   17  .000    0   .000    0    .000 99.0 
Keith Lockhart*          NEP     2b  31 3.48 3.29   60  .350   38   .521   38    .521  2.7 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age PA/G AB/G  BIP IPAVG  TBW TBW/PA TBWH TBWH/PA K/BB 
Kenny Lofton*            BBG     cf  29 4.00 3.63  490  .353  307   .505  307    .505  1.2 
Rich Loiselle            FHK     sp  24 0.31 0.31    1  .000    0   .000    0    .000 99.0 
Albie Lopez              DLM     sp  24 2.08 1.77   19  .000    1   .037    1    .037  7.0 
Javier Lopez             BAR     c   25 3.90 3.65  396  .273  258   .469  261    .475  4.1 
Luis Lopez#              FDH     ss  25 2.23 2.01  104  .231   42   .266   45    .285  3.5 
Mark Loretta             SCQ     2b  24 2.21 2.00  122  .344   59   .381   60    .387  1.8 
Torey Lovullo#           RMO     1b  30 1.05 1.00   17  .059    3   .150    3    .150  2.0 
John Mabry*              NEP     1b  25 2.51 2.42  209  .397  134   .504  135    .508  8.6 
Mike Macfarlane          EVN     c   32 1.96 1.84  117  .231   76   .503   77    .510  2.7 
Robert Machado           BMB     c   23 1.80 1.80    9  .333    3   .333    3    .333  0.0 
Greg Maddux              BMB     sp  30 3.12 2.82   84  .262   34   .321   34    .321  6.0 
Mike Maddux*             FHK     mr  34 0.38 0.25    3  .000    0   .000    0    .000  0.0 
Calvin Maduro            BMB     sp  21 3.50 3.50    4  .000    0   .000    0    .000 99.0 
Dave Magadan*            CEN     3b  33 2.72 2.20  127  .283   82   .463   82    .463  0.5 
Mike Magnante*           RMO     mr  31 0.11 0.09    4  .000    0   .000    0    .000 99.0 
Matt Mantei              TEW     mr  22 0.06 0.06    0  .000    0   .000    0    .000 99.0 
Jeff Manto               CTW     3b  31 3.00 2.30   38  .211   31   .517   31    .517  0.5 
Barry Manuel             BAR     mr  30 0.16 0.15    7  .000    0   .000    0    .000 99.0 
Kirt Manwaring           DLM     c   30 3.33 3.12  205  .288   86   .319   89    .330  3.7 
Al Martin*               BMB     lf  28 4.10 3.70  387  .318  258   .473  259    .475  1.9 
Norberto Martin          NEP     ss  29 2.71 2.51  100  .330   51   .418   51    .418  1.5 
Dave Martinez*           BAR     cf  31 4.31 3.77  404  .317  230   .441  233    .447  1.1 
Dennis Martinez          BAR     sp  41 2.09 1.82   35  .057    6   .130    6    .130  1.8 
Edgar Martinez           DLM     dh  33 4.50 3.70  341  .364  331   .618  339    .632  1.0 
Pedro J. Martinez        BAR     sp  24 2.36 2.09   42  .095    9   .115    9    .115 11.0 
Ramon Martinez*          FER     sp  28 2.10 1.97   41  .146   11   .169   11    .169 99.0 
Sandy Martinez*          DLM     c   23 2.64 2.46  132  .235   70   .348   72    .358  4.7 
Tino Martinez*           TAR     1b  28 4.21 3.68  418  .244  240   .416  246    .426  1.4 
Damon Mashore            FDH     lf  26 3.17 2.61   76  .500   88   .677   91    .700  1.5 
Mike Matheny             TAR     c   25 1.08 1.02   39  .154   13   .232   14    .250  6.5 
T.J. Mathews             ZZY     mr  26 0.05 0.03    2  .000    0   .000    0    .000 99.0 
Derrick May*             ZZY     lf  27 0.50 0.45   41  .293   23   .434   23    .434  1.4 
Brent Mayne*             TEW     c   28 2.94 2.56   69  .420   51   .543   52    .553  1.1 
Greg McCarthy*           BAR     mr  27 2.00 2.00    2  .500    1   .500    1    .500  0.0 
Quinton McCracken#       FHK     cf  26 1.38 1.23   73  .356   39   .386   41    .406  4.0 
Ben McDonald             NEP     sp  28 3.00 2.83   67  .254   22   .253   22    .253  9.0 
Jack McDowell            GAR     sp  30 1.94 1.75   50  .160    8   .129    9    .145 99.0 
Chuck McElroy*           BMB     mr  28 0.06 0.06    1  .000    0   .000    0    .000 99.0 
Willie McGee#            ZZY     rf  37 4.21 3.91  249  .365  136   .430  136    .430  2.8 
Fred McGriff*            SCQ     1b  32 4.04 3.65  411  .338  262   .453  266    .460  2.2 
Mark McGwire             BMB     1b  32 4.06 3.25  279  .251  430   .745  437    .757  1.2 
Mark McLemore#           BAR     2b  31 4.60 4.03  488  .322  285   .445  288    .450  0.9 
Greg McMichael           FER     mr  29 0.12 0.10    8  .125    1   .125    1    .125  0.0 
Brian McRae#             SCQ     cf  28 4.46 3.80  317  .334  244   .564  247    .570  0.8 
Pat Meares               BMB     ss  27 3.33 3.17   34  .206   11   .275   11    .275  2.0 
Pat Meares               TEW     ss  27 2.76 2.49   86  .326   46   .407   50    .442  4.3 
Jim Mecir#               FER     mr  26 0.16 0.16    5  .200    1   .200    1    .200  0.0 
Ramiro Mendoza           GAR     sp  24 2.09 1.45   14  .000    2   .087    2    .087  3.5 
Orlando Merced*          BMB     rf  29 2.67 2.43  279  .294  163   .434  163    .434  1.8 
Jose Mercedes            FER     mr  25 0.33 0.33    3  .667    2   .667    2    .667  0.0 
Kent Mercker*            WIN     sp  28 0.16 0.14    7  .429    3   .333    3    .333 99.0 
Jose Mesa                CTW     cl  30 0.14 0.12    6  .167    1   .167    1    .167  0.0 
Dan Miceli               WIN     mr  25 0.31 0.28   12  .250    3   .176    3    .176 99.0 
Matt Mieske              NEP     rf  28 2.42 2.15   50  .340   52   .650   52    .650  2.6 
Orlando Miller           GAR     ss  27 3.09 2.93  301  .309  172   .389  178    .403  7.9 
Alan Mills#              TAR     mr  29 0.19 0.17    6  .333    3   .375    3    .375  1.0 
Blas Minor               BAR     mr  30 2.00 2.00    4  .250    1   .167    1    .167 99.0 
Doug Mirabelli           FDH     c   25 2.67 2.44   16  .500   11   .458   11    .458  3.0 
Angel Miranda*           WIN     mr  26 0.16 0.16    2  .500    1   .333    1    .333 99.0 
Kevin Mitchell           GAR     lf  34 4.14 3.40  171  .292  153   .586  155    .594  0.8 
Dave Mlicki              BAR     mr  28 2.06 1.76   23  .087    4   .114    5    .143  4.5 
Brian Moehler            NEP     sp  24 2.50 1.50    3  .333    2   .400    2    .400  1.0 
Mike Mohler              CTW     mr  27 0.11 0.11    4  .250    1   .200    1    .200 99.0 
Paul Molitor             OKO     dh  39 4.75 4.45  626  .364  367   .480  371    .485  2.1 
Raul Mondesi             EVN     rf  25 4.20 3.94  427  .389  343   .567  352    .582  5.4 
Jeff Montgomery          BBG     cl  34 0.09 0.09    4  .000    0   .000    0    .000  0.0 
Mickey Morandini*        BAR     2b  30 0.38 0.31    3  .333    2   .400    2    .400  1.0 
Mike Morgan              FHK     sp  36 2.00 1.67   14  .000    0   .000    0    .000 99.0 
Russ Morman              SCQ     1b  34 2.00 2.00    3  .333    2   .333    2    .333 99.0 
Hal Morris*              EVN     1b  31 2.52 2.04   48  .250   32   .471   33    .485  1.0 
Julio Mosquera           RMO     c   24 2.67 2.67   23  .217    8   .333    8    .333 99.0 
James Mouton             TAR     lf  27 2.43 2.10  171  .339  111   .457  112    .461  1.4 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age PA/G AB/G  BIP IPAVG  TBW TBW/PA TBWH TBWH/PA K/BB 
Lyle Mouton              DLM     dh  27 1.86 1.64  148  .318  100   .476  100    .476  1.5 
Jamie Moyer*             FDH     sp  33 1.87 1.57   28  .036    2   .047    2    .047 14.0 
Bill Mueller#            FER     3b  25 1.62 1.48  171  .363  106   .502  106    .502  1.4 
Terry Mulholland         EVN     sp  33 2.19 2.11   41  .220   13   .220   13    .220  8.0 
Eddie Murray#            ZZY     dh  40 2.97 2.62  247  .287  193   .574  193    .574  1.2 
Mike Mussina             RMO     sp  27 2.14 1.84   63  .175   16   .203   16    .203  4.3 
Greg Myers*              WIN     c   30 2.89 2.75  201  .363  119   .447  120    .451  5.1 
Randy Myers*             BBG     cl  33 0.09 0.09    3  .000    0   .000    0    .000 99.0 
Rodney Myers             BAR     mr  27 0.19 0.19    2  .000    0   .000    0    .000 99.0 
Tim Naehring             FER     3b  29 3.68 3.32  361  .277  200   .402  209    .421  2.5 
Charles Nagy*            SCQ     sp  29 2.63 2.25   34  .147    7   .167    7    .167  7.0 
Charles Nagy*            CEN     sp  29 2.50 2.25   40  .350   17   .340   17    .340  4.0 
Bob Natal                FDH     c   30 2.82 2.41   30  .133   15   .313   15    .313  1.4 
Dan Naulty               CTW     mr  26 0.11 0.11    1  .000    0   .000    0    .000  0.0 
Dan Naulty               SCQ     mr  26 0.05 0.05    2  .500    1   .500    1    .500  0.0 
Jaime Navarro            ZZY     sp  29 1.58 1.45   40  .175    8   .133    8    .133 99.0 
Denny Neagle*            ZZY     sp  27 2.28 1.94   51  .196   17   .207   18    .220 13.5 
Jeff Nelson              CEN     mr  29 0.09 0.09    3  .000    0   .000    0    .000 99.0 
Robb Nen                 NEP     cl  26 0.13 0.11    7  .000    0   .000    0    .000 99.0 
Phil Nevin               GAR     3b  25 2.43 2.32   74  .324   49   .360   50    .368 17.7 
Marc Newfield            BAR     lf  23 2.34 2.12  173  .364  132   .514  138    .537  3.0 
Warren Newson*           GAR     rf  31 2.40 2.18  148  .351  126   .468  126    .468  3.7 
Melvin Nieves#           BAR     rf  24 3.35 2.91  183  .350  176   .452  183    .470  3.5 
Dave Nilsson*            FHK     rf  26 4.01 3.57  367  .381  284   .562  286    .566  1.5 
C.J. Nitkowski*          BBG     sp  23 0.03 0.03    1  .000    0   .000    0    .000  0.0 
Otis Nixon#              CIN     cf  37 3.00 2.58   78  .295   41   .360   41    .360  1.7 
Trot Nixon*              CIN     rf  22 1.25 1.25    2  .500    1   .200    1    .200 99.0 
Hideo Nomo               CIN     sp  27 2.97 2.36   52  .212   25   .255   25    .255  8.0 
Greg Norton#             CIN     ss  23 2.00 1.45   10  .100   18   .818   18    .818  0.8 
Jon Nunnally*            BBG     rf  24 1.28 1.15   44  .159   33   .423   33    .423  3.3 
Charlie O'Brien          CEN     c   36 2.34 2.11  107  .290   52   .342   57    .375  5.5 
Troy O'Leary*            FDH     rf  26 3.73 3.42  452  .277  227   .395  230    .400  1.9 
Paul O'Neill*            CTW     rf  33 3.94 3.35  412  .333  314   .553  316    .556  0.8 
Alex Ochoa               CTW     rf  24 1.75 1.62  143  .399   96   .555   97    .561  1.5 
Jose Offerman#           OKO     1b  27 4.40 3.83  200  .395  138   .523  139    .527  1.0 
Jose Offerman#           DLM     1b  27 4.40 3.78  291  .392  191   .477  191    .477  1.4 
Chad Ogea                DLM     sp  25 2.00 2.00   16  .063    1   .050    1    .050 99.0 
Chad Ogea                CTW     sp  25 1.92 1.69   19  .211    6   .240    6    .240  2.0 
John Olerud*             NEP     1b  27 4.26 3.75  383  .243  216   .437  225    .455  0.8 
Omar Olivares            WIN     sp  28 2.17 1.90   54  .167   13   .200   13    .200  2.7 
Darren Oliver            SCQ     sp  25 2.23 1.88   49  .122   11   .190   11    .190 99.0 
Joe Oliver               ZZY     c   30 2.63 2.37  186  .290  133   .482  136    .493  2.8 
Gregg Olson              CTW     mr  29 0.17 0.17    1  .000    0   .000    0    .000 99.0 
Gregg Olson              SCQ     mr  29 0.28 0.28    4  .500    2   .400    2    .400 99.0 
Rey Ordonez              BBG     ss  23 2.91 2.78  135  .304   62   .387   64    .400  3.0 
Jesse Orosco             EVN     mr  39 0.14 0.14    4  .750    3   .600    3    .600 99.0 
Joe Orsulak*             BBG     lf  34 3.39 3.07  108  .287   61   .439   62    .446  1.3 
Donovan Osborne*         ZZY     sp  27 2.06 1.69   22  .273   12   .364   12    .364  4.5 
Keith Osik               FHK     c   27 2.82 2.55   25  .240   10   .323   10    .323  2.0 
Antonio Osuna            CEN     mr  23 0.13 0.05    3  .000    2   .400    2    .400  0.0 
Eric Owens               TEW     lf  25 3.20 2.84  127  .346   68   .380   69    .385  2.1 
Jayhawk Owens            OKO     c   27 2.29 2.04   71  .211   29   .248   31    .265  3.0 
Tom Pagnozzi             SCQ     c   33 3.61 3.41  141  .270   80   .376   80    .376  6.2 
Tom Pagnozzi             CEN     c   33 2.67 2.13   18  .389   16   .400   16    .400  1.8 
Lance Painter*           SCQ     mr  28 0.09 0.09    1  .000    0   .000    0    .000 99.0 
Orlando Palmeiro*        RMO     cf  27 3.53 3.23   85  .424   54   .509   55    .519  1.5 
Rafael Palmeiro*         CIN     1b  31 4.00 3.56  451  .293  365   .570  369    .577  1.5 
Dean Palmer              ZZY     3b  27 4.32 3.86  413  .303  323   .473  329    .482  3.0 
Jose Paniagua            ZZY     sp  22 0.11 0.11    1  .000    0   .000    0    .000 99.0 
Craig Paquette           NEP     lf  27 1.36 1.36   10  .400    8   .533    8    .533 99.0 
Mark Parent              NEP     c   34 3.24 3.09   89  .303   73   .500   73    .500  7.3 
Chan Ho Park             WIN     mr  23 2.00 1.93   15  .067    2   .067    2    .067 14.0 
Jeff Parrett             OKO     mr  34 0.06 0.06    2  .000    0   .000    0    .000 99.0 
Bob Patterson            SCQ     mr  37 0.06 0.06    2  .500    1   .333    1    .333 99.0 
Roger Pavlik             CTW     sp  28 2.16 1.94   51  .118   11   .164   11    .164  3.0 
Rudy Pemberton           BMB     rf  26 1.33 1.14   38  .474   23   .479   29    .604  3.0 
Terry Pendleton#         DLM     3b  35 1.85 1.69  140  .286   92   .451   93    .456  3.6 
Troy Percival            ZZY     cl  26 0.07 0.07    3  .000    0   .000    0    .000 99.0 
Eddie Perez              SCQ     c   28 3.17 3.00  132  .242   54   .355   54    .355  1.6 
Eduardo Perez            SCQ     1b  26 2.31 2.00   22  .091   11   .297   11    .297  1.8 
Neifi Perez#             CIN     ss  21 2.33 2.33   34  .235   10   .286   10    .286 99.0 
Robert Perez             EVN     lf  27 1.00 1.00    3  .333    1   .333    1    .333  0.0 
